Top pages,Clicks,Impressions,CTR,Position
https://vietgoing.com/article/160-kham-pha-8-diem-du-lich-noi-tieng-o-vinh-phuc.html,118,25454,0.46%,10.14
https://vietgoing.com/top/129-top-9-khach-san-tuy-hoa-phu-yen-gia-re-tien-nghi-nhat-hien-nay.html,118,17670,0.67%,15.4
https://vietgoing.com/destination/district-217-quan-le-chan.html,118,1546,7.63%,14.27
https://vietgoing.com/destination/district-362-quan-hai-chau.html,116,26138,0.44%,4.2
https://vietgoing.com/top/17-top-7-homestay-meo-vac-ha-giang-gia-re-co-view-sieu-dep.html,116,15637,0.74%,11.72
https://vietgoing.com/article/333-kham-pha-11-diem-den-ly-tuong-o-binh-phuoc.html,116,12363,0.94%,12.02
https://vietgoing.com/article/907-kinh-nghiem-di-bien-vo-cuc-thai-binh.html,116,3551,3.27%,19.04
https://vietgoing.com/top/628-top-5-khach-san-gan-bai-tam-hon-gai-ha-long-view-dep-tien-nghi-nhat.html,115,5158,2.23%,12.05
https://vietgoing.com/hotel/112-gio-s-house-van-ho.html,114,2711,4.21%,9.58
https://vietgoing.com/destination/146-trung-tam-thanh-mau-tra-kieu.html,113,5282,2.14%,9.73
https://vietgoing.com/destination/135-khu-du-lich-nghi-son.html,112,11876,0.94%,10.6
https://vietgoing.com/hotel/2142-doi-co-thom-hoa-binh.html,112,9883,1.13%,10.25
https://vietgoing.com/top/678-top-5-khach-san-pho-hang-ga-trung-tam-pho-co-thuan-tien-di-chuyen.html,112,6384,1.75%,9.03
https://vietgoing.com/destination/440-bai-cha-la-ninh-thuan.html,111,3499,3.17%,6.54
https://vietgoing.com/hotel/486-ba-that-resort-binh-thuan.html,110,14839,0.74%,10.73
https://vietgoing.com/top/899-top-7-khach-san-quan-5-tp-ho-chi-minh-gan-cho-lon-pho-nguoi-hoa.html,110,12927,0.85%,9.6
https://vietgoing.com/top/79-top-7-khach-san-gan-bien-nhat-le-quotsang-xinquot-nhat-quang-binh.html,110,11681,0.94%,18.41
"https://vietgoing.com/hotel/district-400-thanh-pho-quy-nhon.html?type=Resort&suc-khoe-spa%5B0%5D=T%E1%BA%AFm 
b%C3%B9n&sort=review",110,495,22.22%,5.91
https://vietgoing.com/top/648-top-8-khach-san-gan-lang-bac-quan-ba-dinh-duoc-dat-nhieu-nhat.html,109,11376,0.96%,10.05
https://vietgoing.com/top/340-top-18-khach-san-4-sao-ban-phai-thu-khi-den-hue.html,109,8712,1.25%,10.52
https://vietgoing.com/destination/869-cho-muong-hum.html,109,6614,1.65%,9.83
https://vietgoing.com/top/747-top-7-khach-san-3-sao-gan-ho-tay-gia-tot-duoc-dat-nhieu-nhat.html,107,10014,1.07%,10.46
https://vietgoing.com/article/264-cuoi-tuan-di-choi-dau-khi-o-sai-gon.html,107,9892,1.08%,21
https://vietgoing.com/destination/579-thanh-co-quang-tri.html,106,17452,0.61%,12.41
https://vietgoing.com/destination/134-bien-hai-hoa.html,106,13028,0.81%,13.29
https://vietgoing.com/top/164-he-thong-khach-san-muong-thanh-ha-long.html,106,9235,1.15%,19.96
https://vietgoing.com/hotel/3688-halo-retreat-hoa-binh.html,106,3695,2.87%,11.4
https://vietgoing.com/hotel/1041-thai-ha-boutique-ha-long-hotel.html,105,12354,0.85%,10.39
https://vietgoing.com/article/cate-1-ve-chung-toi.html,105,5863,1.79%,2.78
https://vietgoing.com/hotel/3234-bidv-hotel-cua-lo.html,105,3382,3.1%,10.58
https://vietgoing.com/hotel/district-364-quan-ngu-hanh-son.html?star=3,104,11739,0.89%,10.73
https://vietgoing.com/top/377-top-10-khach-san-2-sao-o-cat-ba-gia-re-nhat.html,104,9655,1.08%,14.27
https://vietgoing.com/top/290-top-15-khach-san-4-sao-o-sapa-dang-de-trai-nghiem.html,104,6495,1.6%,10.38
https://vietgoing.com/top/997-top-10-resort-phan-thiet-mui-ne-to-chuc-tiec-cuoi-ngoai-troi-dep-nhat.html,104,1299,8.01%,9.73
https://vietgoing.com/top/99-top-15-khach-san-gan-nha-tho-da-sapa-tot-nhat-khong-the-bo-qua.html,103,6485,1.59%,12.42
https://vietgoing.com/article/309-cam-nang-du-lich-phan-rang-thap-cham-tu-a-den-z-moi-nhat.html,102,26075,0.39%,12.33
https://vietgoing.com/hotel/1639-luxe-hotel-quang-binh.html,102,10841,0.94%,9.12
https://vietgoing.com/article/179-top-7-diem-du-lich-dep-hap-dan-khong-the-bo-qua-khi-den-tam-dao.html,102,10706,0.95%,12.95
https://vietgoing.com/top/86-top-10-khach-san-tai-quan-1-ho-chi-minh-dep-co-be-boi-cuc-chill.html,102,7810,1.31%,15.08
https://vietgoing.com/destination/372-lang-van-hoa-cac-dan-toc-viet-nam.html,102,7487,1.36%,14.64
https://vietgoing.com/article/383-cam-nang-du-lich-ninh-hoa-khanh-hoa-tu-a-den-z-moi-nhat.html,102,6799,1.5%,12.62
https://vietgoing.com/hotel/1840-a1-lang-son-hotel.html,102,6431,1.59%,10.65
"https://vietgoing.com/destination/district-421-thanh-pho-cam-ranh.html?type=Ch%E1%BB%A3, 
trung t%C3%A2m th%C6%B0%C6%A1ng m%E1%BA%A1i",102,1379,7.4%,8.45
https://vietgoing.com/top/414-he-thong-khach-san-liberty-central-sai-gon.html,101,13342,0.76%,19.31
https://vietgoing.com/hotel/3728-ho-tram-golden-hotel.html,101,12669,0.8%,13.88
https://vietgoing.com/top/90-top-9-resort-hoa-binh-dep-gia-re-khong-the-bo-lo.html,101,12112,0.83%,20.77
https://vietgoing.com/top/105-top-15-khach-san-gan-pho-co-dep-sang-chanh-nhat-hien-nay.html,101,7560,1.34%,10.98
https://vietgoing.com/top/72-top-7-resort-hue-dep-gia-re-duoc-menh-danh-quotthien-duong-nghi-duongquot.html,101,6135,1.65%,22.82
https://vietgoing.com/top/107-top-15-khach-san-pho-co-ha-noi-gia-re-duoc-yeu-thich-nhat-hien-nay.html,101,4645,2.17%,12.56
https://vietgoing.com/destination/117-lang-sen-que-bac.html,100,12083,0.83%,10.53
https://vietgoing.com/destination/294-nui-na-lay.html,100,6403,1.56%,7.37
https://vietgoing.com/hotel/33-armani-sapa-village.html,100,6059,1.65%,8.57
https://vietgoing.com/destination/368-doi-thi-nhan-han-mac-tu.html,100,2032,4.92%,9.55
https://vietgoing.com/hotel/3593-sapa-hotel-cua-lo.html,99,2744,3.61%,7.26
https://vietgoing.com/hotel/2761-chat-homestay-21-chau-long.html,98,4893,2%,8.48
https://vietgoing.com/article/234-6-diem-check-in-bao-chat-o-buon-ma-thuot.html,98,3755,2.61%,13.83
https://vietgoing.com/hotel/3588-homestay-suoi-khoang-minh-hang.html,98,2321,4.22%,8.71
https://vietgoing.com/top/780-top-3-resort-da-lat-co-khu-vui-choi-tre-em-hien-dai-nhat-cho-gia-dinh.html,98,2174,4.51%,11.58
https://vietgoing.com/tour/dest-248-ho-hoan-kiem.html,98,1658,5.91%,14.09
"https://vietgoing.com/destination/city-13-an-giang.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",97,6566,1.48%,8.52
https://vietgoing.com/destination/126-den-tho-trang-quynh.html,97,3186,3.04%,9.51
https://vietgoing.com/destination/district-221-quan-duong-kinh.html,97,928,10.45%,12.05
https://vietgoing.com/destination/309-vinpearl-waterpark-ha-tinh.html,96,12441,0.77%,11.18
https://vietgoing.com/hotel/3846-the-victoria-resort-sam-son.html,95,5919,1.61%,11.81
https://vietgoing.com/article/137-danh-gia-armani-homestay-sapa-day-du-va-chi-tiet-nhat.html,95,5127,1.85%,7.74
https://vietgoing.com/hotel/city-53-tay-ninh.html?type=Resort,95,3351,2.83%,9.73
https://vietgoing.com/hotel/district-261-huyen-xuan-truong.html,95,1576,6.03%,7.44
https://vietgoing.com/hotel/1758-golden-era-hotel-vung-tau.html,94,15704,0.6%,13.06
https://vietgoing.com/destination/586-duong-truong-son-duong-mon-ho-chi-minh.html,94,9661,0.97%,8.58
https://vietgoing.com/tour/city-10-lao-cai.html,94,3107,3.03%,17.54
https://vietgoing.com/destination/356-con-my-phuoc.html,93,10190,0.91%,10.44
https://vietgoing.com/top/45-top-11-resort-chuan-5-sao-sang-xin-cao-cap-nhat-da-nang.html,93,9569,0.97%,16.59
https://vietgoing.com/hotel/718-sunflower-nhat-le.html,93,3993,2.33%,13.35
https://vietgoing.com/destination/520-thung-lung-tinh-yeu-ban-coi.html,93,833,11.16%,12.81
https://vietgoing.com/hotel/3935-aloha-hotel-vung-tau.html,92,21209,0.43%,9.95
https://vietgoing.com/ticket/3-ve-tau-hoa-leo-nui-fansipan-tuyen-dinh-chieu-len.html,92,16703,0.55%,11.02
https://vietgoing.com/top/123-top-7-khach-san-tai-moc-chau-gia-re-tien-nghi-nhat-hien-nay.html,92,10702,0.86%,17.67
https://vietgoing.com/hotel/3488-nha-ven-ho-dong-do.html,92,7793,1.18%,10.47
https://vietgoing.com/top/715-chuoi-ks-nature-da-lat-gan-trung-tam-nhieu-lua-chon-gia-moi-nhat.html,92,7653,1.2%,10.95
https://vietgoing.com/top/706-top-15-khach-san-4-sao-ba-dinh-ha-noi-hien-dai-duoc-yeu-thich-nhat.html,92,5380,1.71%,10.67
https://vietgoing.com/hotel/3186-isea-by-the-sea-ninh-hoa.html,92,4192,2.19%,6.94
https://vietgoing.com/hotel/3334-raon-palm-village-hoi-an.html,92,4121,2.23%,16.54
https://vietgoing.com/hotel/2369-fivitel-song-ngan.html,92,2997,3.07%,11.65
https://vietgoing.com/hotel/3623-20-10-hotel-quang-binh.html,92,2755,3.34%,8.17
https://vietgoing.com/destination/552-bai-bien-da-nhay.html,91,7133,1.28%,10.51
https://vietgoing.com/destination/513-toa-thanh-tay-ninh.html,90,18956,0.47%,17.47
https://vietgoing.com/top/682-top-10-khach-san-dep-nhat-tren-pho-hang-bong-vi-tri-vang-gan-ho-guom.html,90,6629,1.36%,8.98
https://vietgoing.com/destination/265-thac-dray-nur.html,89,7091,1.26%,15.4
https://vietgoing.com/hotel/3835-de-tuva-resort-mui-ne.html,88,13434,0.66%,10.84
https://vietgoing.com/tour/511-binh-hung-nha-trang-4-ngay-3-dem.html,88,6955,1.27%,22.54
https://vietgoing.com/hotel/1299-savanna-hotel-ha-long.html,88,2896,3.04%,10.53
"https://vietgoing.com/destination/district-17-huyen-dong-van.html?type=%C4%90%E1%BB%81n, 
Ch%C3%B9a, Nh%C3%A0 Th%E1%BB%9D",88,730,12.05%,7.21
https://vietgoing.com/destination/332-chua-tran-quoc.html,87,27450,0.32%,11.4
https://vietgoing.com/top/734-top-9-khach-san-quan-nam-tu-liem-ha-noi-duoc-dat-nhieu-nhat.html,87,6795,1.28%,9.13
https://vietgoing.com/top/307-top-5-khach-san-3-sao-view-bien-phu-quoc-luon-chay-phong-dip-cao-diem.html,86,12572,0.68%,20.34
https://vietgoing.com/hotel/3424-rova-hotel-phu-quoc.html,86,7614,1.13%,9.68
https://vietgoing.com/hotel/2365-nu-hoang-hotel-da-nang.html,86,2885,2.98%,10.63
https://vietgoing.com/hotel/district-143-huyen-van-don.html?star=3,86,2272,3.79%,15.62
"https://vietgoing.com/destination/district-106-huyen-luong-son.html?type=%C4%90%E1%BB%81n, 
Ch%C3%B9a, Nh%C3%A0 Th%E1%BB%9D",86,487,17.66%,8.15
https://vietgoing.com/destination/118-lang-hoang-tru.html,85,5801,1.47%,8.18
https://vietgoing.com/destination/391-rung-tram-gio-nguyen-sinh-long-an.html,85,4254,2%,6.37
https://vietgoing.com/top/689-top-10-khach-san-ha-noi-gan-duong-tran-thai-tong-sieu-dep.html,85,3197,2.66%,9.33
https://vietgoing.com/hotel/2262-gia-an-hotel-vung-tau.html,84,12161,0.69%,11.11
https://vietgoing.com/top/223-diem-danh-9-resort-nha-trang-sat-bien-voi-view-trieu-do.html,84,10575,0.79%,21.15
https://vietgoing.com/hotel/3057-la-isla-bonita-phu-quy.html,84,1408,5.97%,8.34
https://vietgoing.com/hotel/3761-ngoc-nhan-hotel-co-to.html,83,3937,2.11%,10.39
https://vietgoing.com/top/53-top-10-khach-san-vung-tau-gia-re-gan-bien-duoc-dat-nhieu-nhat.html,82,19903,0.41%,25.92
https://vietgoing.com/destination/584-cau-treo-dakrong.html,82,5523,1.48%,8.43
https://vietgoing.com/destination/district-186-huyen-thuan-thanh.html,82,4052,2.02%,13.96
https://vietgoing.com/hotel/349-roses-villa-biet-thu-hoa-hong-tam-dao.html,82,3014,2.72%,12.73
https://vietgoing.com/hotel/1120-minh-duc-luxury-hotel-ha-long.html,82,2704,3.03%,12.28
https://vietgoing.com/hotel/890-lang-nuong-yen-tu.html,82,2210,3.71%,20.64
"https://vietgoing.com/destination/district-325-huyen-nghi-xuan.html?type=C%C3%B4ng 
vi%C3%AAn, Khu vui ch%C6%A1i",82,1337,6.13%,10.37
https://vietgoing.com/destination/38-den-tho-chu-van-an.html,81,32549,0.25%,10.18
https://vietgoing.com/destination/343-van-gia-nha-trang.html,81,14886,0.54%,9.21
https://vietgoing.com/top/442-top-8-resort-nha-trang-voi-biet-thu-rieng-tu-va-ho-boi-ca-nhan.html,81,6620,1.22%,13.55
https://vietgoing.com/hotel/1370-chau-nguyen-nhi-hotel-ha-long.html,81,957,8.46%,11.11
https://vietgoing.com/destination/district-105-huyen-ky-son.html,81,928,8.73%,11.3
https://vietgoing.com/destination/681-cho-lon-moi-cho-binh-tay.html,80,15162,0.53%,13.92
https://vietgoing.com/article/284-kham-pha-12-diem-du-lich-dep-o-lang-son.html,80,13293,0.6%,11.28
https://vietgoing.com/hotel/1081-the-leaf-boutique-hotel-da-nang.html,80,12984,0.62%,13.49
https://vietgoing.com/destination/818-khu-du-lich-buon-don.html,80,4043,1.98%,18.25
https://vietgoing.com/top/427-top-3-khach-san-co-view-ho-tay-cuc-dep-danh-cho-cac-cap-doi.html,80,2968,2.7%,18.9
https://vietgoing.com/hotel/1826-sen-hong-lotus-hotel-ha-long.html,80,1728,4.63%,17.9
https://vietgoing.com/hotel/1226-thanh-binh-hotel-sai-gon.html,79,14544,0.54%,11.59
https://vietgoing.com/hotel/3085-family-hotel-nha-trang.html,79,5011,1.58%,16.27
"https://vietgoing.com/destination/district-365-quan-cam-le.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",79,1194,6.62%,10.28
https://vietgoing.com/destination/447-bao-tang-dan-toc-hoc-viet-nam.html,78,88536,0.09%,8.41
https://vietgoing.com/tour/city-56-khanh-hoa.html,78,14894,0.52%,63.79
https://vietgoing.com/destination/809-cao-nguyen-van-hoa.html,78,4282,1.82%,10.68
"https://vietgoing.com/tour/city-49-quang-nam.html?city_from=H%C3%A0 
N%E1%BB%99i",78,1419,5.5%,13.01
"https://vietgoing.com/destination/district-18-huyen-meo-vac.html?type=%C4%90%E1%BB%81n, 
Ch%C3%B9a, Nh%C3%A0 Th%E1%BB%9D",78,629,12.4%,11.16
https://vietgoing.com/hotel/1066-de-ma-at-hotel-da-lat.html,77,25926,0.3%,10.58
https://vietgoing.com/hotel/3619-phu-an-hotel-da-nang.html,77,14421,0.53%,11.04
https://vietgoing.com/destination/562-deo-ngang.html,77,10623,0.72%,11.68
https://vietgoing.com/hotel/323-mimosa-villa-tam-dao.html,77,5462,1.41%,8.02
https://vietgoing.com/destination/461-ban-dao-hon-heo-nha-trang-phuoc-ha-son.html,77,3654,2.11%,11.36
https://vietgoing.com/hotel/3799-quynh-hoa-hotel-tam-dao.html,77,3023,2.55%,7.23
"https://vietgoing.com/hotel/district-109-huyen-tan-lac.html?type=Khu 
ngh%E1%BB%89 d%C6%B0%E1%BB%A1ng&tien-nghi%5B0%5D=B%C3%A3i %C4%91%E1%BB%97 
xe&dich-vu%5B0%5D=M%C3%A1y in/Photocopy&dich-vu-phong%5B0%5D=Truy%E1%BB%81n 
h%C3%ACnh c%C3%A1p&canh-quan%5B0%5D=B%C3%A3i bi%E1%BB%83n 
ri%C3%AAng&canh-quan%5B1%5D=Khu v%E1%BB%B1c 
picnic&canh-quan%5B2%5D=S%C3%A2n th%C6%B0%E1%BB%A3ng ng%E1%BA%AFm 
c%E1%BA%A3nh&sort=price",77,684,11.26%,7.77
https://vietgoing.com/destination/877-sun-plaza-sapa.html,76,13681,0.56%,12.57
https://vietgoing.com/destination/922-chua-bich-nam.html,76,1722,4.41%,8.1
https://vietgoing.com/destination/424-phim-truong-mekong.html,76,1462,5.2%,14.12
https://vietgoing.com/hotel/1274-pink-berry-hotel-ha-long.html,76,911,8.34%,7.43
https://vietgoing.com/article/202-cam-nang-du-lich-cu-lao-cham-tu-a-den-z-moi-nhat.html,75,35489,0.21%,11.25
https://vietgoing.com/top/59-top-10-khach-san-ninh-binh-gan-hang-mua-gia-re-tot-nhat-hien-nay.html,75,15529,0.48%,18.85
https://vietgoing.com/hotel/3176-hon-ngu-hotel-cua-lo.html,75,6286,1.19%,9.48
https://vietgoing.com/destination/698-dao-ngoc-vinh-phuc.html,75,4888,1.53%,10.3
https://vietgoing.com/top/796-top-5-khach-san-dep-khu-vuc-khe-sanh-da-lat-view-rung-sieu-chill.html,75,4612,1.63%,10.08
https://vietgoing.com/hotel/2894-daewoo-cua-lo-hotel.html,75,3884,1.93%,8.96
https://vietgoing.com/hotel/2679-thung-lung-sun-view-homestay-da-lat.html,75,2211,3.39%,12.28
https://vietgoing.com/hotel/2901-79-luxury-ha-long-hotel.html,74,5551,1.33%,9.35
https://vietgoing.com/hotel/2522-rock-mila-phu-quoc-hotel.html,74,5242,1.41%,7.85
https://vietgoing.com/hotel/3514-green-homestay-ben-tre.html,74,4999,1.48%,13.46
https://vietgoing.com/hotel/3331-villa-nguyen-can-tam-dao.html,74,4393,1.68%,14.05
https://vietgoing.com/hotel/3367-tan-uyen-paradise.html,74,2365,3.13%,14.89
https://vietgoing.com/destination/321-cau-rach-mieu.html,73,26636,0.27%,6.95
https://vietgoing.com/hotel/2726-phoenix-minh-chau-hotel.html,73,11768,0.62%,11.18
https://vietgoing.com/hotel/2124-duy-tan-hotel-vinh.html,73,10087,0.72%,11.45
https://vietgoing.com/destination/1005-nha-tho-do-hai-ly.html,73,9698,0.75%,10.37
https://vietgoing.com/top/696-top-12-khach-san-quan-hai-ba-trung-ha-noi-gia-tot-nhat.html,73,8632,0.85%,10.2
https://vietgoing.com/destination/939-vuong-cung-thanh-duong-phu-nhai.html,73,6046,1.21%,10.73
https://vietgoing.com/destination/194-mui-dien-phu-yen.html,73,5300,1.38%,15.14
https://vietgoing.com/top/4-top-10-homestay-o-ha-giang-gia-re-dep-quen-loi-ve.html,73,3321,2.2%,12.57
https://vietgoing.com/tour/dest-263-ta-xua.html?sort=price-asc,73,3258,2.24%,13.16
https://vietgoing.com/top/996-top-10-resort-phan-thiet-phu-hop-cho-teambuilding-su-kien-ngoai-troi.html,73,2107,3.46%,17.97
https://vietgoing.com/destination/district-200-huyen-phu-xuyen.html,73,971,7.52%,9.46
https://vietgoing.com/tour/113-tour-hcm-vinh-long-2-ngay-1-dem-kham-pha-mien-tay-song-nuoc.html,72,6958,1.03%,17.26
https://vietgoing.com/destination/297-thac-khe-dau.html,72,3454,2.08%,9.39
https://vietgoing.com/destination/238-nha-may-lua-to-tam.html,72,2020,3.56%,7.5
https://vietgoing.com/tour/district-424-thi-xa-ninh-hoa.html,72,1585,4.54%,15.81
https://vietgoing.com/hotel/2974-la-vida-hotel-sam-son.html,72,861,8.36%,6.62
https://vietgoing.com/top/167-top-10-khach-san-da-lat-duoc-dat-nhieu-nhat.html,71,11912,0.6%,29.59
https://vietgoing.com/top/152-he-thong-khach-san-resort-nghi-duong-vinpearl-nha-trang.html,71,11732,0.61%,18.51
https://vietgoing.com/destination/277-mo-dai-tuong-vo-nguyen-giap.html,71,7624,0.93%,14.01
https://vietgoing.com/hotel/905-lang-sen-hasu-village-hoa-binh.html,71,5547,1.28%,16.37
https://vietgoing.com/hotel/2795-ceeland-nha-tren-doi.html,71,1692,4.2%,6.94
https://vietgoing.com/destination/37-den-do.html,70,13058,0.54%,10.84
https://vietgoing.com/hotel/2376-cong-doan-viet-nam-hotel.html,70,10567,0.66%,11.76
https://vietgoing.com/top/67-top-9-resort-quy-nhon-binh-dinh-gia-re-dep-view-bien-cuc-cuon-hut.html,70,9345,0.75%,24.69
https://vietgoing.com/top/700-top-15-khach-san-4-sao-quan-hoan-kiem-duoc-du-khach-dat-nhieu-nhat.html,70,5475,1.28%,9.59
https://vietgoing.com/hotel/1021-la-paloma-minh-chau-quang-ninh.html,70,5122,1.37%,10.62
https://vietgoing.com/destination/764-khu-du-lich-dao-o-dong-truong.html,70,4194,1.67%,19.44
https://vietgoing.com/tour/735-du-lich-sam-son-cua-lo-que-bac-3-ngay-2-dem.html,70,1814,3.86%,9.41
https://vietgoing.com/hotel/857-yes-hotel-da-nang.html,69,15642,0.44%,12.04
https://vietgoing.com/destination/104-suoi-khoang-nong-tram-tau.html,69,13606,0.51%,10.71
https://vietgoing.com/hotel/2055-chinh-thu-eco-garden-hotel-ninh-binh.html,69,5137,1.34%,9.73
https://vietgoing.com/hotel/1113-la-stella-hotel-ha-long.html,69,4571,1.51%,9.67
https://vietgoing.com/tour/district-137-thanh-pho-uong-bi.html,69,1312,5.26%,11.04
https://vietgoing.com/hotel/2706-lion-6-can-tho.html,68,20572,0.33%,9.18
https://vietgoing.com/hotel/3571-poko-ecolodge-tam-dao.html,68,18798,0.36%,7.52
https://vietgoing.com/destination/255-vuon-vua-resort-villas.html,68,11618,0.59%,15.56
https://vietgoing.com/hotel/465-vu-phong-prime-hotel-sam-son.html,68,9244,0.74%,9.18
https://vietgoing.com/hotel/1900-o-chen-ho-dong-do.html,68,7549,0.9%,10.4
https://vietgoing.com/top/75-top-9-homestay-ninh-binh-dep-sang-trong-duoc-yeu-thich-nhat.html,68,6880,0.99%,18.25
https://vietgoing.com/tour/657-tour-du-lich-sam-son-2-ngay-1-dem.html,68,2653,2.56%,12.43
https://vietgoing.com/top/998-top-7-khach-san-phan-thiet-co-buffet-sang-dang-trai-nghiem-nhat.html,68,2368,2.87%,11.71
"https://vietgoing.com/destination/district-227-huyen-vinh-bao.html?type=C%C3%B4ng 
vi%C3%AAn, Khu vui ch%C6%A1i",68,689,9.87%,7.88
https://vietgoing.com/destination/157-dai-noi-hue.html,67,27176,0.25%,12.32
https://vietgoing.com/destination/district-414-huyen-tuy-an.html,67,12378,0.54%,6.25
https://vietgoing.com/hotel/3771-cong-doan-hotel-vung-tau.html,67,6804,0.98%,11.41
https://vietgoing.com/article/395-kham-pha-8-con-deo-mien-bac-hut-hon-dan-du-lich-bui.html,67,3546,1.89%,9.74
https://vietgoing.com/hotel/2729-friendly-homestay-quan-lan.html,67,2817,2.38%,9.45
https://vietgoing.com/top/1-top-10-khach-san-sapa-checkin-sieu-dep-san-may-sieu-dinh.html,66,6714,0.98%,26.27
https://vietgoing.com/hotel/3759-the-one-hotel-2-ca-mau.html,66,6068,1.09%,8.52
https://vietgoing.com/top/687-top-5-khach-san-ha-noi-gan-trung-tam-hoi-nghi-quoc-gia-ncc-dep-nhat.html,66,4100,1.61%,12.18
https://vietgoing.com/hotel/2785-sunshine-hotel-ha-long.html,66,3119,2.12%,12.5
"https://vietgoing.com/destination/district-245-huyen-tien-hai.html?type=C%C3%B4ng 
vi%C3%AAn, Khu vui ch%C6%A1i",66,974,6.78%,12.32
https://vietgoing.com/hotel/3828-avari-hotel-nha-trang.html,65,9641,0.67%,11.07
https://vietgoing.com/top/374-top-12-khach-san-3-sao-cat-ba-duoc-dat-nhieu-nhat.html,65,5848,1.11%,14.29
https://vietgoing.com/ticket/19-ve-xe-limousine-ha-noi-tam-dao.html,65,2957,2.2%,11.95
"https://vietgoing.com/destination/district-361-quan-thanh-khe.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",65,2837,2.29%,8.51
https://vietgoing.com/hotel/district-205-huyen-nam-sach.html,65,1627,4%,8.26
https://vietgoing.com/hotel/3900-chau-khanh-hotel-co-to.html,65,1374,4.73%,7.55
https://vietgoing.com/destination/73-deo-thung-khe.html,64,12039,0.53%,7.53
https://vietgoing.com/destination/432-cang-ba-ngoi.html,64,8563,0.75%,8.94
https://vietgoing.com/top/74-top-15-homestay-gia-re-view-nui-rung-dep-nhat-o-ninh-binh.html,64,6401,1%,14.91
https://vietgoing.com/article/435-review-kumo-chan-homestay-tam-dao-homestay-co-phong-cach-nhat-ban-doc-la.html,64,5892,1.09%,8.46
https://vietgoing.com/hotel/1813-moc-sa-moc-chau-hotel.html,64,1958,3.27%,16
https://vietgoing.com/hotel/district-613-huyen-thanh-phu.html,64,1170,5.47%,8.58
"https://vietgoing.com/destination/district-295-huyen-nong-cong.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",64,589,10.87%,6.88
https://vietgoing.com/top/337-top-10-nhung-khach-san-gan-trung-tam-hue.html,63,9395,0.67%,14.05
https://vietgoing.com/destination/381-tuong-dai-duc-me-giang-son.html,63,7569,0.83%,10.38
https://vietgoing.com/top/793-top-5-khach-san-da-lat-duong-nam-ky-khoi-nghia-duoc-danh-gia-cao-nhat.html,63,6797,0.93%,10.42
https://vietgoing.com/destination/128-lang-nguyet-vien.html,63,6575,0.96%,7.96
https://vietgoing.com/top/930-top-10-resort-phan-thiet-lang-man-rieng-tu-cho-cap-doi-nghi-duong.html,63,2565,2.46%,19.27
https://vietgoing.com/hotel/1527-gold-city-hotel-tay-ninh.html,62,31182,0.2%,7.38
https://vietgoing.com/destination/8-chua-tay-yen-tu.html,62,10926,0.57%,9.79
https://vietgoing.com/destination/193-vinh-vung-ro-phu-yen.html,62,3692,1.68%,13.82
https://vietgoing.com/hotel/3803-thanh-loi-hotel-hai-tien.html,62,1964,3.16%,14.07
https://vietgoing.com/top/80-top-9-khach-san-gan-bien-gia-re-dang-trai-nghiem-nhat-quang-binh.html,61,8138,0.75%,18.06
https://vietgoing.com/hotel/3099-binh-an-nhien-hotel-ninh-binh.html,61,8079,0.76%,11.15
https://vietgoing.com/article/207-ghe-tham-10-ngoi-chua-co-noi-tieng-o-da-lat.html,61,6034,1.01%,12.71
https://vietgoing.com/top/790-top-10-khach-san-duong-bui-thi-xuan-da-lat-gan-trung-tam-gia-tot-nhat.html,61,5476,1.11%,9.47
https://vietgoing.com/hotel/1275-thai-binh-duong-hotel-cua-lo.html,61,3479,1.75%,13.27
https://vietgoing.com/hotel/3888-paradise-soc-son-resort.html,61,3240,1.88%,9.33
https://vietgoing.com/hotel/2765-chat-homestay-19-hang-thiec.html,61,2775,2.2%,11.22
https://vietgoing.com/hotel/2103-hai-au-hostel-tra-co.html,61,2696,2.26%,11.59
https://vietgoing.com/destination/866-cong-vien-ho-chi-minh.html,61,2058,2.96%,8.32
https://vietgoing.com/combo/913-combo-vinpearl-ha-long-nghi-duong-2-ngay-1-dem-full-an-3-bua-xe-dua-don.html,61,1819,3.35%,13.13
"https://vietgoing.com/hotel/city-36-nam-dinh.html?type=Khu ngh%E1%BB%89 
d%C6%B0%E1%BB%A1ng&tien-nghi%5B0%5D=Thang 
m%C3%A1y&suc-khoe-spa%5B0%5D=T%E1%BA%AFm 
kho%C3%A1ng&suc-khoe-spa%5B1%5D=X%C3%B4ng h%C6%A1i&sort=price",61,1389,4.39%,11.77
https://vietgoing.com/hotel/district-513-huyen-bu-dop.html,61,1136,5.37%,7.21
https://vietgoing.com/destination/district-365-quan-cam-le.html,61,826,7.38%,7.31
"https://vietgoing.com/destination/district-200-huyen-phu-xuyen.html?type=C%C3%B4ng 
vi%C3%AAn, Khu vui ch%C6%A1i",61,418,14.59%,8.15
